id,phrase,source,ragil,is_verified,visibility_tier,category,vip_source,has_notes,corpus_role,rule_applied,confidence,cluster_id
"032df5c9-8c1b-4c61-88a4-4148d406c8a5","עולם שנה נפש","promoted:raw_docx_v2",931,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_multiword_dictionary_phrase","high",""
"03549875-3572-45af-93b1-51bdb74ef005","אסורי הנאה","promoted:raw_docx_v2",338,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"0356de27-ae33-4752-a875-06d1936ca6d7","עציץ נקוב","promoted:raw_docx_v2",418,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"03574f7d-0a53-4f45-b6df-fc67b8de9f4e","שדים","promoted:raw_docx_v2",354,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"035a127e-c81f-404f-bcc0-11397bfcff5c","חנק","promoted:raw_docx_v2",158,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"03653697-dc72-4f00-97ff-40f074e06b59","מלוה ברבית","promoted:raw_docx_v2",695,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"036b53a7-5c5c-476e-be3b-e0d715ef632f","בשת","promoted:raw_docx_v2",702,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"036f8ba5-50e9-4a50-a2c4-c19a6567a6ec","חלבון","promoted:raw_docx_v2",96,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"037e052b-e1df-4ebb-acd4-65cf516a2374","טבילה","promoted:raw_docx_v2",56,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"0385ad78-509b-4719-a5b2-c1ba8c003e3f","יוצא מן הטמא","promoted:raw_docx_v2",252,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_multiword_dictionary_phrase","high",""
"0388577a-6d86-4424-8385-033a6e5cadab","לבן","promoted:raw_docx_v2",82,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"0388ade6-6298-477b-a9e8-875bf1bb6ae0","חיך","promoted:raw_docx_v2",38,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"03ae88b9-e6fd-4902-9cc3-2e831e8b212c","קרנא","promoted:raw_docx_v2",351,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"03b6498d-b258-486e-b93b-f3f7f583a552","מנהגו של עולם","promoted:raw_docx_v2",580,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_multiword_dictionary_phrase","high",""
"03bb27fb-569b-4b7b-9b8a-65419e38560c","אלף שנים","promoted:raw_docx_v2",511,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"03c39eba-bced-4a6f-ac49-ecf6e9e2a6f5","בצלאל בן אורי בן חור","promoted:raw_docx_v2",688,true,3,"מאגר_ערכים","",false,"thematic_corpus","long_verse_maxim_or_list","medium",""
"03cb34c9-b936-4453-afc0-6354c29dc5df","תיבת משה","promoted:raw_docx_v2",1157,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"03dd83df-179d-4154-8df6-0c222c84db7c","שלף","promoted:raw_docx_v2",410,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"03de04fd-2291-4f7c-b156-dbe0eab314a6","מעלין בקודש","promoted:raw_docx_v2",612,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"03e7b052-d56e-4928-96bc-6297c6c8715c","עשרה הרוגי מלכות","promoted:raw_docx_v2",1295,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_multiword_dictionary_phrase","high",""
"03edd658-33f7-4f0d-a4b1-309fc0a29b58","נתיב","promoted:raw_docx_v2",462,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"03f2f26b-bd71-47c0-a7b2-8ca418ff1288","גויים","promoted:raw_docx_v2",69,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"040290e1-cd69-46fa-b928-9a5937f37b8d","נצר חסד לאלפים","promoted:raw_docx_v2",603,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_multiword_dictionary_phrase","high",""
"04040894-a926-4a63-8cd4-026decb887cb","תענוג","promoted:raw_docx_v2",529,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"0413737b-3a7c-4e9c-a722-c56a1d636c3f","ספר תורה","promoted:raw_docx_v2",951,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"04167354-d386-4e03-9c05-643101e54674","רחיים","promoted:raw_docx_v2",268,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"041cfe6e-b72e-4257-af80-ec4499a645f0","בוקא דאטמא","promoted:raw_docx_v2",164,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
"042d0884-8e04-4239-b305-ec208ba34524","גיורת","promoted:raw_docx_v2",619,true,3,"מאגר_ערכים","",false,"research_vocabulary","short_dictionary_entry","high",""
